phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,https://www.typescriptlang.org/docs/handbook/2/objects.html,Object types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/objects.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,https://www.typescriptlang.org/docs/handbook/declaration-merging.html,declaration merging,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-merging.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/interfaces-and-aliases/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/http-clients/,https://nodejs.org/docs/latest-v24.x/api/globals.html,Node globals: fetch,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/globals.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/http-clients/,https://fetch.spec.whatwg.org/,Fetch standard,HTML anchor,200,https://fetch.spec.whatwg.org/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/http-clients/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/http-clients/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/javascript-migration/,https://www.typescriptlang.org/docs/handbook/intro-to-js-ts.html,JavaScript projects,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/intro-to-js-ts.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/javascript-migration/,https://www.typescriptlang.org/docs/handbook/declaration-files/dts-from-js.html,declarations from JavaScript,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-files/dts-from-js.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/javascript-migration/,https://github.com/microsoft/typescript-go/blob/main/CHANGES.md,native compiler changes,HTML anchor,200,https://github.com/microsoft/typescript-go/blob/main/CHANGES.md,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/javascript-migration/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/javascript-migration/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/variance/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,Type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/variance/,https://github.com/microsoft/TypeScript/wiki/FAQ,TypeScript FAQ: method bivariance,HTML anchor,200,https://github.com/microsoft/TypeScript/wiki/FAQ,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/variance/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/variance/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,https://www.typescriptlang.org/docs/handbook/release-notes/typescript-4-9.html,TypeScript 4.9 satisfies,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/release-notes/typescript-4-9.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,literal inference,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/assertions-const-satisfies/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/declaration-files/,https://www.typescriptlang.org/docs/handbook/declaration-files/introduction.html,Declaration-file introduction,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-files/introduction.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/declaration-files/,https://www.typescriptlang.org/docs/handbook/declaration-files/library-structures.html,library structures,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-files/library-structures.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/declaration-files/,https://github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,HTML anchor,200,https://github.com/DefinitelyTyped/DefinitelyTyped,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/declaration-files/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/declaration-files/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 release,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,https://github.com/microsoft/typescript-go,native compiler repository,HTML anchor,200,https://github.com/microsoft/typescript-go,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,https://github.com/microsoft/TypeScript/issues/63703,7.1 iteration plan,HTML anchor,200,https://github.com/microsoft/TypeScript/issues/63703,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/compiler-tooling/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-validation/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,TypeScript narrowing,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-validation/,https://zod.dev/,Zod documentation,HTML anchor,200,https://zod.dev/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-validation/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-validation/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/library-design/,https://www.typescriptlang.org/docs/handbook/2/functions.html,More on functions,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/functions.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/library-design/,https://www.typescriptlang.org/docs/handbook/declaration-files/do-s-and-don-ts.html,declaration do's and don'ts,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-files/do-s-and-don-ts.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/library-design/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/library-design/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/template-literal-types/,https://www.typescriptlang.org/docs/handbook/2/template-literal-types.html,Template literal types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/template-literal-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/template-literal-types/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/template-literal-types/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/tsconfig/,https://www.typescriptlang.org/tsconfig/,TSConfig reference,HTML anchor,200,https://www.typescriptlang.org/tsconfig/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/tsconfig/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 changes,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/tsconfig/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/tsconfig/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/values-and-types/,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,Everyday types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/everyday-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/values-and-types/,https://tc39.es/ecma262/,ECMAScript language specification,HTML anchor,200,https://tc39.es/ecma262/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/values-and-types/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/values-and-types/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/async/,https://nodejs.org/docs/latest-v24.x/api/timers.html,Node timers and AbortSignal,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/timers.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/async/,https://tc39.es/ecma262/,ECMAScript promises,HTML anchor,200,https://tc39.es/ecma262/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/async/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/async/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/setup/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 release,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/setup/,https://nodejs.org/docs/latest-v24.x/api/typescript.html,Node TypeScript execution,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/typescript.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/setup/,https://www.typescriptlang.org/tsconfig/,TSConfig reference,HTML anchor,200,https://www.typescriptlang.org/tsconfig/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/setup/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/setup/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/shipping/,https://devblogs.microsoft.com/typescript/,TypeScript releases,HTML anchor,200,https://devblogs.microsoft.com/typescript/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/shipping/,https://docs.npmjs.com/cli/v11/commands/npm-ci,npm ci,HTML anchor,200,https://docs.npmjs.com/cli/v11/commands/npm-ci/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/shipping/,https://nodejs.org/en/about/previous-releases,Node release support,HTML anchor,200,https://nodejs.org/en/about/previous-releases,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/shipping/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/shipping/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/workspaces/,https://www.typescriptlang.org/docs/handbook/project-references.html,Project references,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/project-references.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/workspaces/,https://docs.npmjs.com/cli/v11/using-npm/workspaces,npm workspaces,HTML anchor,200,https://docs.npmjs.com/cli/v11/using-npm/workspaces/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/workspaces/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 parallel builds,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/workspaces/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/workspaces/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/testing/,https://nodejs.org/docs/latest-v24.x/api/test.html,Node test runner,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/test.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/testing/,https://www.typescriptlang.org/docs/handbook/release-notes/typescript-3-9.html,TypeScript expect-error,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/release-notes/typescript-3-9.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/testing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/testing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://www.typescriptlang.org/docs/handbook/2/objects.html,Object types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/objects.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://www.typescriptlang.org/tsconfig/exactOptionalPropertyTypes.html,exactOptionalPropertyTypes,HTML anchor,200,https://www.typescriptlang.org/tsconfig/exactOptionalPropertyTypes.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/architecture/,https://www.typescriptlang.org/docs/handbook/modules/theory.html,TypeScript modules,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/theory.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/architecture/,https://www.typescriptlang.org/docs/handbook/project-references.html,project references,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/project-references.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/architecture/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/architecture/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-safety/,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,TypeScript design goals,HTML anchor,0,,not captured; final URL only,blocked/indeterminate,,
after,https://typescript.robertdevore.com/lessons/runtime-safety/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-safety/,https://www.typescriptlang.org/docs/handbook/dom-manipulation.html,DOM manipulation,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/dom-manipulation.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-safety/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/runtime-safety/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/structural-typing/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,Type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/structural-typing/,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,TypeScript design goals,HTML anchor,0,,not captured; final URL only,blocked/indeterminate,,
after,https://typescript.robertdevore.com/lessons/structural-typing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/structural-typing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/node-application/,https://nodejs.org/docs/latest-v24.x/api/process.html,Node process,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/process.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/node-application/,https://nodejs.org/docs/latest-v24.x/api/http.html,HTTP,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/http.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/node-application/,https://nodejs.org/docs/latest-v24.x/api/fs.html,filesystem,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/fs.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/node-application/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/node-application/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/exhaustiveness/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,Discriminated unions and never,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/exhaustiveness/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/exhaustiveness/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/functions/,https://www.typescriptlang.org/docs/handbook/2/functions.html,More on functions,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/functions.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/functions/,https://tc39.es/ecma262/,ECMAScript functions,HTML anchor,200,https://tc39.es/ecma262/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/functions/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/functions/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/errors-and-null/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,Narrowing,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/errors-and-null/,https://www.typescriptlang.org/tsconfig/strictNullChecks.html,strictNullChecks,HTML anchor,200,https://www.typescriptlang.org/tsconfig/strictNullChecks.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/errors-and-null/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/errors-and-null/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/narrowing/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,Narrowing,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/narrowing/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/narrowing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/narrowing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/advanced-design/,https://www.typescriptlang.org/docs/handbook/2/classes.html,Classes,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/classes.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/advanced-design/,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,conditional types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/advanced-design/,https://www.typescriptlang.org/docs/handbook/utility-types.html,NoInfer,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/utility-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/advanced-design/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/advanced-design/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/performance/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 architecture and controls,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/performance/,https://github.com/microsoft/TypeScript/wiki/Performance,TypeScript performance guidance,HTML anchor,200,https://github.com/microsoft/TypeScript/wiki/Performance,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/performance/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/performance/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/modules/,https://www.typescriptlang.org/docs/handbook/modules/theory.html,TypeScript module theory,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/theory.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/modules/,https://www.typescriptlang.org/docs/handbook/modules/reference.html,module reference,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/reference.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/modules/,https://nodejs.org/docs/latest-v24.x/api/packages.html,Node 24 packages,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/packages.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/modules/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/modules/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://www.typescriptlang.org/docs/handbook/2/keyof-types.html,keyof,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/keyof-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://www.typescriptlang.org/docs/handbook/2/typeof-types.html,typeof,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/typeof-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://www.typescriptlang.org/docs/handbook/2/indexed-access-types.html,indexed access,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/indexed-access-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/static-analysis/,https://eslint.org/docs/latest/use/getting-started,ESLint getting started,HTML anchor,200,https://eslint.org/docs/latest/use/getting-started,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/static-analysis/,https://prettier.io/docs/install,Prettier installation,HTML anchor,200,https://prettier.io/docs/install,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/static-analysis/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 ecosystem notes,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/static-analysis/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/static-analysis/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/conditional-types/,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,Conditional types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,not captured; final URL only,reachable,,
