phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
baseline,https://typescript.robertdevore.com/lessons/testing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/testing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://www.typescriptlang.org/docs/handbook/2/objects.html,Object types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/objects.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://www.typescriptlang.org/tsconfig/exactOptionalPropertyTypes.html,exactOptionalPropertyTypes,HTML anchor,200,https://www.typescriptlang.org/tsconfig/exactOptionalPropertyTypes.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/objects-arrays-tuples/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/architecture/,https://www.typescriptlang.org/docs/handbook/modules/theory.html,TypeScript modules,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/theory.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/architecture/,https://www.typescriptlang.org/docs/handbook/project-references.html,project references,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/project-references.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/architecture/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/architecture/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,TypeScript design goals,HTML anchor,200,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,https://www.typescriptlang.org/docs/handbook/dom-manipulation.html,DOM manipulation,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/dom-manipulation.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/runtime-safety/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,Type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,TypeScript design goals,HTML anchor,200,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/structural-typing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/node-application/,https://nodejs.org/docs/latest-v24.x/api/process.html,Node process,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/process.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/node-application/,https://nodejs.org/docs/latest-v24.x/api/http.html,HTTP,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/http.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/node-application/,https://nodejs.org/docs/latest-v24.x/api/fs.html,filesystem,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/fs.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/node-application/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/node-application/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,Discriminated unions and never,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/exhaustiveness/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/functions/,https://www.typescriptlang.org/docs/handbook/2/functions.html,More on functions,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/functions.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/functions/,https://tc39.es/ecma262/,ECMAScript functions,HTML anchor,200,https://tc39.es/ecma262/,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/functions/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/functions/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,Narrowing,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,https://www.typescriptlang.org/tsconfig/strictNullChecks.html,strictNullChecks,HTML anchor,200,https://www.typescriptlang.org/tsconfig/strictNullChecks.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/errors-and-null/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/narrowing/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,Narrowing,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/narrowing/,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,type compatibility,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/type-compatibility.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/narrowing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/narrowing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,https://www.typescriptlang.org/docs/handbook/2/classes.html,Classes,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/classes.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,conditional types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,https://www.typescriptlang.org/docs/handbook/utility-types.html,NoInfer,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/utility-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/advanced-design/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/performance/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 architecture and controls,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/performance/,https://github.com/microsoft/TypeScript/wiki/Performance,TypeScript performance guidance,HTML anchor,200,https://github.com/microsoft/TypeScript/wiki/Performance,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/performance/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/performance/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/modules/,https://www.typescriptlang.org/docs/handbook/modules/theory.html,TypeScript module theory,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/theory.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/modules/,https://www.typescriptlang.org/docs/handbook/modules/reference.html,module reference,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/reference.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/modules/,https://nodejs.org/docs/latest-v24.x/api/packages.html,Node 24 packages,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/packages.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/modules/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/modules/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://www.typescriptlang.org/docs/handbook/2/keyof-types.html,keyof,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/keyof-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://www.typescriptlang.org/docs/handbook/2/typeof-types.html,typeof,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/typeof-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://www.typescriptlang.org/docs/handbook/2/indexed-access-types.html,indexed access,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/indexed-access-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,https://eslint.org/docs/latest/use/getting-started,ESLint getting started,HTML anchor,200,https://eslint.org/docs/latest/use/getting-started,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,https://prettier.io/docs/install,Prettier installation,HTML anchor,200,https://prettier.io/docs/install,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript 7 ecosystem notes,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/static-analysis/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,Conditional types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/conditional-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,https://www.typescriptlang.org/docs/handbook/utility-types.html,utility types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/utility-types.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/conditional-types/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://www.typescriptlang.org/docs/handbook/2/functions.html,More on functions,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/functions.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,unknown and never,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/reference/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/reference/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/404/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
baseline,https://typescript.robertdevore.com/404/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,TypeScript release announcement,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/TypeScript/issues/63703,current 7.1 iteration plan,HTML anchor,200,https://github.com/microsoft/TypeScript/issues/63703,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://www.typescriptlang.org/docs/handbook/intro.html,Handbook,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/intro.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/TypeScript/wiki/TypeScript-Design-Goals,Design goals,HTML anchor,0,,not captured; final URL only,blocked/indeterminate,,
after,https://typescript.robertdevore.com/research/,https://www.typescriptlang.org/docs/handbook/modules/theory.html,Module theory,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/theory.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://www.typescriptlang.org/docs/handbook/modules/reference.html,module reference,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/modules/reference.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://www.typescriptlang.org/tsconfig/,TSConfig reference,HTML anchor,200,https://www.typescriptlang.org/tsconfig/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://www.typescriptlang.org/docs/handbook/declaration-files/introduction.html,Declaration guidance,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-files/introduction.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/TypeScript,TypeScript repository,HTML anchor,200,https://github.com/microsoft/TypeScript,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/typescript-go/blob/main/CHANGES.md,native changes,HTML anchor,200,https://github.com/microsoft/typescript-go/blob/main/CHANGES.md,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://nodejs.org/docs/latest-v24.x/api/packages.html,Node 24 packages,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/packages.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://nodejs.org/docs/latest-v24.x/api/typescript.html,TypeScript execution,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/typescript.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://tc39.es/ecma262/,ECMAScript specification,HTML anchor,200,https://tc39.es/ecma262/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/tc39/proposals,TC39 proposal tracking,HTML anchor,200,https://github.com/tc39/proposals,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://nodejs.org/docs/latest-v24.x/api/test.html,Node test runner,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/test.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://eslint.org/docs/latest/use/getting-started,ESLint,HTML anchor,200,https://eslint.org/docs/latest/use/getting-started,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://prettier.io/docs/install,Prettier,HTML anchor,200,https://prettier.io/docs/install,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://zod.dev/,Zod,HTML anchor,200,https://zod.dev/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://devblogs.microsoft.com/typescript/typescript-native-port/,Native-port architecture announcement,HTML anchor,200,https://devblogs.microsoft.com/typescript/typescript-native-port/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/typescript-go/commit/12548e2a13b61004a2464686df7cbfe88640bbf9,recursion work,HTML anchor,200,https://github.com/microsoft/typescript-go/commit/12548e2a13b61004a2464686df7cbfe88640bbf9,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/TypeScript/wiki/FAQ,Maintained compiler FAQ,HTML anchor,200,https://github.com/microsoft/TypeScript/wiki/FAQ,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,7.0 release,HTML anchor,200,https://devblogs.microsoft.com/typescript/announcing-typescript-7-0/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/TypeScript/issues/63703,7.1 planning,HTML anchor,200,https://github.com/microsoft/TypeScript/issues/63703,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/typescript-go/commit/01b9e721f3d7f8037d700daff94f5808c1afb97e,Native content-mapper work,HTML anchor,200,https://github.com/microsoft/typescript-go/commit/01b9e721f3d7f8037d700daff94f5808c1afb97e,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/microsoft/typescript-go/commit/16c25522e1230b69b11210cfad066d779e6319ba,Native API test portability work,HTML anchor,200,https://github.com/microsoft/typescript-go/commit/16c25522e1230b69b11210cfad066d779e6319ba,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/tc39/proposals,Proposal process and current tracking,HTML anchor,200,https://github.com/tc39/proposals,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/robertdevore/typescript.robertdevore.com/tree/main/research,in the repository,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com/tree/main/research,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/research/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/course/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/course/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/tracks/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/tracks/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/about/,https://github.com/robertdevore/typescript.robertdevore.com,standalone repository,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/about/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/about/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/about/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/package-consumer/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/package-consumer/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/capstone/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/capstone/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/data-utility/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/data-utility/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/library-cli/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/library-cli/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/application/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/builds/application/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/search/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/search/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/generics/,https://www.typescriptlang.org/docs/handbook/2/generics.html,Generics,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/generics.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/generics/,https://www.typescriptlang.org/docs/handbook/2/functions.html,function type parameters,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/functions.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/generics/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/generics/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/publishing/,https://nodejs.org/docs/latest-v24.x/api/packages.html,Node package exports,HTML anchor,200,https://nodejs.org/docs/latest-v24.x/api/packages.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/publishing/,https://www.typescriptlang.org/docs/handbook/declaration-files/publishing.html,TypeScript declaration publishing,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/declaration-files/publishing.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/publishing/,https://docs.npmjs.com/cli/v11/commands/npm-pack,npm pack,HTML anchor,200,https://docs.npmjs.com/cli/v11/commands/npm-pack/,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/publishing/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/publishing/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/mapped-types/,https://www.typescriptlang.org/docs/handbook/2/mapped-types.html,Mapped types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/mapped-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/mapped-types/,https://www.typescriptlang.org/docs/handbook/utility-types.html,utility types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/utility-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/mapped-types/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/mapped-types/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
